,id,title,categories,abstract,doi,created,updated,authors
1653,2408.10635,strategist: learning strategic skills by llms via bi-level tree search,cs.ai cs.cl,"in this paper, we propose a new method strategist that utilizes llms to acquire new skills for playing multi-agent games through a self-improvement process. our method gathers quality feedback through self-play simulations with monte carlo tree search and llm-based reflection, which can then be used to learn high-level strategic skills such as how to evaluate states that guide the low-level execution.we showcase how our method can be used in both action planning and dialogue generation in the context of games, achieving good performance on both tasks. specifically, we demonstrate that our method can help train agents with better performance than both traditional reinforcement learning-based approaches and other llm-based skill learning approaches in games including the game of pure strategy (gops) and the resistance: avalon.",,2024-08-20,,"['jonathan light', 'min cai', 'weiqin chen', 'guanzhi wang', 'xiusi chen', 'wei cheng', 'yisong yue', 'ziniu hu']"
1654,2408.10636,generating multi-frame ultrawide-field fluorescein angiography from   ultrawide-field color imaging improves diabetic retinopathy stratification,eess.iv cs.cv,"ultrawide-field fluorescein angiography (uwf-fa) facilitates diabetic retinopathy (dr) detection by providing a clear visualization of peripheral retinal lesions. however, the intravenous dye injection with potential risks hamper its application. we aim to acquire dye-free uwf-fa images from noninvasive uwf color fundus (uwf-cf) images using generative artificial intelligence (genai) and evaluate its effectiveness in dr screening. a total of 18,321 uwf-fa images of different phases were registered with corresponding uwf-cf images and fed into a generative adversarial networks (gan)-based model for training. the quality of generated uwf-fa images was evaluated through quantitative metrics and human evaluation. the deepdrid dataset was used to externally assess the contribution of generated uwf-fa images to dr classification, using area under the receiver operating characteristic curve (auroc) as outcome metrics. the generated early, mid, and late phase uwf-fa images achieved high authenticity, with multi-scale similarity scores ranging from 0.70 to 0.91 and qualitative visual scores ranging from 1.64 to 1.98 (1=real uwf-fa quality). in fifty randomly selected images, 56% to 76% of the generated images were difficult to distinguish from real images in the turing test. moreover, adding these generated uwf-fa images for dr classification significantly increased the auroc from 0.869 to 0.904 compared to the baseline model using uwf-cf images (p < .001). the model successfully generates realistic multi-frame uwf-fa images without intravenous dye injection. the generated uwf-fa enhanced dr stratification.",,2024-08-20,,"['ruoyu chen', 'kezheng xu', 'kangyan zheng', 'weiyi zhang', 'yan lu', 'danli shi', 'mingguang he']"
1655,2408.10637,variations on distributed belief,cs.lo,"motivated by the search for forms of distributed belief that do not collapse in the face of conflicting information, this paper introduces the notions of cautious and bold distributed belief. both notions rely on maximally consistent subgroups of agents, with cautious quantifying universally and bold quantifying existentially. as a result, while the cautious distributed belief of a group is inconsistent only when all group members are individually inconsistent, the bold distributed belief of a group is never inconsistent. the paper discusses these two notions, presenting their respective modalities and semantic interpretations, discussing some of their basic properties, studying whether they preserve doxastic properties from the members of the group, and comparing them not only with standard distributed belief but also with one another, both at the level of modalities and at the level of language expressivity.",,2024-08-20,,"['john lindqvist', 'fernando r. velázquez-quesada', 'thomas ågotnes']"
1656,2408.10641,a review of human-object interaction detection,cs.cv cs.ai,"human-object interaction (hoi) detection plays a key role in high-level visual understanding, facilitating a deep comprehension of human activities. specifically, hoi detection aims to locate the humans and objects involved in interactions within images or videos and classify the specific interactions between them. the success of this task is influenced by several key factors, including the accurate localization of human and object instances, as well as the correct classification of object categories and interaction relationships. this paper systematically summarizes and discusses the recent work in image-based hoi detection. first, the mainstream datasets involved in hoi relationship detection are introduced. furthermore, starting with two-stage methods and end-to-end one-stage detection approaches, this paper comprehensively discusses the current developments in image-based hoi detection, analyzing the strengths and weaknesses of these two methods. additionally, the advancements of zero-shot learning, weakly supervised learning, and the application of large-scale language models in hoi detection are discussed. finally, the current challenges in hoi detection are outlined, and potential research directions and future trends are explored.",,2024-08-20,,"['yuxiao wang', 'qiwei xiong', 'yu lei', 'weiying xue', 'qi liu', 'zhenao wei']"
1657,2408.10642,minor sft loss for llm fine-tune to increase performance and reduce   model deviation,cs.ai cs.cl,"instruct llm provide a paradigm used in large scale language model to align llm to human preference. the paradigm contains supervised fine tuning and reinforce learning from human feedback. this paradigm is also used in downstream scenarios to adapt llm to specific corpora and applications. comparing to sft, there are many efforts focused on rlhf and several algorithms being proposed, such as ppo, dpo, ipo, kto, minordpo and etc. meanwhile most efforts for sft are focused on how to collect, filter and mix high quality data. in this article with insight from dpo and minordpo, we propose a training metric for sft to measure the discrepancy between the optimized model and the original model, and a loss function minorsft that can increase the training effectiveness, and reduce the discrepancy between the optimized llm and original llm.",,2024-08-20,,"['shiming xie', 'hong chen', 'fred yu', 'zeye sun', 'xiuyu wu']"
1658,2408.10645,cora: collaborative information perception by large language model's   weights for recommendation,cs.ir cs.lg,"involving collaborative information in large language models (llms) is a promising technique for adapting llms for recommendation. existing methods achieve this by concatenating collaborative features with text tokens into a unified sequence input and then fine-tuning to align these features with llm's input space. although effective, in this work, we identify two limitations when adapting llms to recommendation tasks, which hinder the integration of general knowledge and collaborative information, resulting in sub-optimal recommendation performance. (1) fine-tuning llm with recommendation data can undermine its inherent world knowledge and fundamental competencies, which are crucial for interpreting and inferring recommendation text. (2) incorporating collaborative features into textual prompts disrupts the semantics of the original prompts, preventing llm from generating appropriate outputs. in this paper, we propose a new paradigm, cora (an acronym for collaborative lora), with a collaborative weights generator. rather than input space alignment, this method aligns collaborative information with llm's parameter space, representing them as incremental weights to update llm's output. this way, llm perceives collaborative information without altering its general knowledge and text inference capabilities. specifically, we employ a collaborative filtering model to extract user and item embeddings, converting them into collaborative weights with low-rank properties through the collaborative weights generator. we then merge the collaborative weights into llm's weights, enabling llm to perceive the collaborative signals and generate personalized recommendations without fine-tuning or extra collaborative tokens in prompts. extensive experiments confirm that cora effectively integrates collaborative information into llm, enhancing recommendation performance.",,2024-08-20,,"['yuting liu', 'jinghao zhang', 'yizhou dang', 'yuliang liang', 'qiang liu', 'guibing guo', 'jianzhe zhao', 'xingwei wang']"
1659,2408.10646,beneath the surface of consistency: exploring cross-lingual knowledge   representation sharing in llms,cs.cl cs.ai,"the veracity of a factoid is largely independent of the language it is written in. however, language models are inconsistent in their ability to answer the same factual question across languages. this raises questions about how llms represent a given fact across languages. we explore multilingual factual knowledge through two aspects: the model's ability to answer a query consistently across languages, and the ability to ''store'' answers in a shared representation for several languages. we propose a methodology to measure the extent of representation sharing across languages by repurposing knowledge editing methods. we examine llms with various multilingual configurations using a new multilingual dataset. we reveal that high consistency does not necessarily imply shared representation, particularly for languages with different scripts. moreover, we find that script similarity is a dominant factor in representation sharing. finally, we observe that if llms could fully share knowledge across languages, their accuracy in their best-performing language could benefit an increase of up to 150\% on average. these findings highlight the need for improved multilingual knowledge representation in llms and suggest a path for the development of more robust and consistent multilingual llms.",,2024-08-20,,"['maxim ifergan', 'leshem choshen', 'roee aharoni', 'idan szpektor', 'omri abend']"
1660,2408.10647,privacy-preserving universal adversarial defense for black-box models,cs.lg cs.ai cs.cr,"deep neural networks (dnns) are increasingly used in critical applications such as identity authentication and autonomous driving, where robustness against adversarial attacks is crucial. these attacks can exploit minor perturbations to cause significant prediction errors, making it essential to enhance the resilience of dnns. traditional defense methods often rely on access to detailed model information, which raises privacy concerns, as model owners may be reluctant to share such data. in contrast, existing black-box defense methods fail to offer a universal defense against various types of adversarial attacks. to address these challenges, we introduce ducd, a universal black-box defense method that does not require access to the target model's parameters or architecture. our approach involves distilling the target model by querying it with data, creating a white-box surrogate while preserving data privacy. we further enhance this surrogate model using a certified defense based on randomized smoothing and optimized noise selection, enabling robust defense against a broad range of adversarial attacks. comparative evaluations between the certified defenses of the surrogate and target models demonstrate the effectiveness of our approach. experiments on multiple image classification datasets show that ducd not only outperforms existing black-box defenses but also matches the accuracy of white-box defenses, all while enhancing data privacy and reducing the success rate of membership inference attacks.",,2024-08-20,,"['qiao li', 'cong wu', 'jing chen', 'zijun zhang', 'kun he', 'ruiying du', 'xinxin wang', 'qingchuang zhao', 'yang liu']"
1661,2408.10648,smart contract coordinated privacy preserving crowd-sensing campaigns,cs.cr cs.ni,"crowd-sensing has emerged as a powerful data retrieval model, enabling diverse applications by leveraging active user participation. however, data availability and privacy concerns pose significant challenges. traditional methods like data encryption and anonymization, while essential, may not fully address these issues. for instance, in sparsely populated areas, anonymized data can still be traced back to individual users. additionally, the volume of data generated by users can reveal their identities. to develop credible crowd-sensing systems, data must be anonymized, aggregated and separated into uniformly sized chunks. furthermore, decentralizing the data management process, rather than relying on a single server, can enhance security and trust. this paper proposes a system utilizing smart contracts and blockchain technologies to manage crowd-sensing campaigns. the smart contract handles user subscriptions, data encryption, and decentralized storage, creating a secure data marketplace. incentive policies within the smart contract encourage user participation and data diversity. simulation results confirm the system's viability, highlighting the importance of user participation for data credibility and the impact of geographical data scarcity on rewards. this approach aims to balance data origin and reduce cheating risks.",,2024-08-20,,"['luca bedogni', 'stefano ferretti']"
1662,2408.10649,inferring underwater topography with finn,cs.lg cs.ai physics.ao-ph physics.comp-ph physics.flu-dyn,"spatiotemporal partial differential equations (pdes) find extensive application across various scientific and engineering fields. while numerous models have emerged from both physics and machine learning (ml) communities, there is a growing trend towards integrating these approaches to develop hybrid architectures known as physics-aware machine learning models. among these, the finite volume neural network (finn) has emerged as a recent addition. finn has proven to be particularly efficient in uncovering latent structures in data. in this study, we explore the capabilities of finn in tackling the shallow-water equations, which simulates wave dynamics in coastal regions. specifically, we investigate finn's efficacy to reconstruct underwater topography based on these particular wave equations. our findings reveal that finn exhibits a remarkable capacity to infer topography solely from wave dynamics, distinguishing itself from both conventional ml and physics-aware ml models. our results underscore the potential of finn in advancing our understanding of spatiotemporal phenomena and enhancing parametrization capabilities in related domains.",,2024-08-20,,"['coşku can horuz', 'matthias karlbauer', 'timothy praditia', 'sergey oladyshkin', 'wolfgang nowak', 'sebastian otte']"
1663,2408.10652,vocabulary-free 3d instance segmentation with vision and language   assistant,cs.cv cs.ai,"most recent 3d instance segmentation methods are open vocabulary, offering a greater flexibility than closed-vocabulary methods. yet, they are limited to reasoning within a specific set of concepts, \ie the vocabulary, prompted by the user at test time. in essence, these models cannot reason in an open-ended fashion, i.e., answering ``list the objects in the scene.''. we introduce the first method to address 3d instance segmentation in a setting that is void of any vocabulary prior, namely a vocabulary-free setting. we leverage a large vision-language assistant and an open-vocabulary 2d instance segmenter to discover and ground semantic categories on the posed images. to form 3d instance mask, we first partition the input point cloud into dense superpoints, which are then merged into 3d instance masks. we propose a novel superpoint merging strategy via spectral clustering, accounting for both mask coherence and semantic coherence that are estimated from the 2d object instance masks. we evaluate our method using scannet200 and replica, outperforming existing methods in both vocabulary-free and open-vocabulary settings. code will be made available.",,2024-08-20,,"['guofeng mei', 'luigi riz', 'yiming wang', 'fabio poiesi']"
1664,2408.10653,uie-unfold: deep unfolding network with color priors and vision   transformer for underwater image enhancement,cs.cv,"underwater image enhancement (uie) plays a crucial role in various marine applications, but it remains challenging due to the complex underwater environment. current learning-based approaches frequently lack explicit incorporation of prior knowledge about the physical processes involved in underwater image formation, resulting in limited optimization despite their impressive enhancement results. this paper proposes a novel deep unfolding network (dun) for uie that integrates color priors and inter-stage feature transformation to improve enhancement performance. the proposed dun model combines the iterative optimization and reliability of model-based methods with the flexibility and representational power of deep learning, offering a more explainable and stable solution compared to existing learning-based uie approaches. the proposed model consists of three key components: a color prior guidance block (cpgb) that establishes a mapping between color channels of degraded and original images, a nonlinear activation gradient descent module (nagdm) that simulates the underwater image degradation process, and an inter stage feature transformer (isf-former) that facilitates feature exchange between different network stages. by explicitly incorporating color priors and modeling the physical characteristics of underwater image formation, the proposed dun model achieves more accurate and reliable enhancement results. extensive experiments on multiple underwater image datasets demonstrate the superiority of the proposed model over state-of-the-art methods in both quantitative and qualitative evaluations. the proposed dun-based approach offers a promising solution for uie, enabling more accurate and reliable scientific analysis in marine research. the code is available at https://github.com/cxh-research/uie-unfold.",,2024-08-20,,"['yingtie lei', 'jia yu', 'yihang dong', 'changwei gong', 'ziyang zhou', 'chi-man pun']"
1665,2408.10654,incorporating a 'ladder of trust' into dynamic allocation of function in   human-autonomous agent collectives,cs.hc,"a major, ongoing social transition is the inclusion of autonomous agents into human organizations. for example, in defence and security applications, robots may be used alongside human operatives to reduce risk or add capability. but a key barrier to the transition to successful human-autonomous agent collectives is the need for sufficient trust between team members. a critical enabling factor for this trust will be a suitably designed dynamic allocation of function (aof). we consider aof in terms of a 'ladder of trust' (from low to high) with individual team members adjusting trust in their teammates based on variation in 'score' over time. the score is derived by the ability of team member to perceive and understand its situation based on the gathered information and act to acheive team or self goals. combining these trust scores gives a system-level perspective on how aof might be adjusted during a mission. that is, the most suitable teammate for a function might have a low trust rating from its fellow teammates, so it might be preferable to choose the next most suitable teammate for the function at that point in time. of course, this is only in the situation where the next most suitable teammate is also likely to perform within the set framework of moral, ethical, and legal constraints. the trade-offs between trust in the individual agent's capability and predictability need to be considered within the broader context of the agent's integrity and accountability. from this perspective, the allocation space is defined by more than ability of each agent to perform a function.",,2024-08-20,,"['chris baber', 'patrick waterson', 'sanja milivojevic', 'sally maynard', 'edmund r. hunt', 'sagir yusuf']"
1666,2408.10656,deepmriprep: voxel-based morphometry (vbm) preprocessing via deep neural   networks,eess.iv cs.cv,"voxel-based morphometry (vbm) has emerged as a powerful approach in neuroimaging research, utilized in over 7,000 studies since the year 2000. using magnetic resonance imaging (mri) data, vbm assesses variations in the local density of brain tissue and examines its associations with biological and psychometric variables. here, we present deepmriprep, a neural network-based pipeline that performs all necessary preprocessing steps for vbm analysis of t1-weighted mr images using deep neural networks. utilizing the graphics processing unit (gpu), deepmriprep is 37 times faster than cat12, the leading vbm preprocessing toolbox. the proposed method matches cat12 in accuracy for tissue segmentation and image registration across more than 100 datasets and shows strong correlations in vbm results. tissue segmentation maps from deepmriprep have over 95% agreement with ground truth maps, and its non-linear registration, using supervised symnet, predicts smooth deformation fields comparable to cat12. the high processing speed of deepmriprep enables rapid preprocessing of extensive datasets and thereby fosters the application of vbm analysis to large-scale neuroimaging studies and opens the door to real-time applications. finally, deepmripreps straightforward, modular design enables researchers to easily understand, reuse, and advance the underlying methods, fostering further advancements in neuroimaging research. deepmriprep can be conveniently installed as a python package and is publicly accessible at https://github.com/wwu-mmll/deepmriprep.",,2024-08-20,,"['lukas fisch', 'nils r. winter', 'janik goltermann', 'carlotta barkhau', 'daniel emden', 'jan ernsting', 'maximilian konowski', 'ramona leenings', 'tiana borgers', 'kira flinkenflügel', 'dominik grotegerd', 'anna kraus', 'elisabeth j. leehr', 'susanne meinert', 'frederike stein', 'lea teutenberg', 'florian thomas-odenthal', 'paula usemann', 'marco hermesdorf', 'hamidreza jamalabadi', 'andreas jansen', 'igor nenadic', 'benjamin straube', 'tilo kircher', 'klaus berger', 'benjamin risse', 'udo dannlowski', 'tim hahn']"
1667,2408.10657,etguard: malicious encrypted traffic detection in blockchain-based power   grid systems,cs.cr cs.ai,"the escalating prevalence of encryption protocols has led to a concomitant surge in the number of malicious attacks that hide in encrypted traffic. power grid systems, as fundamental infrastructure, are becoming prime targets for such attacks. conventional methods for detecting malicious encrypted packets typically use a static pre-trained model. we observe that these methods are not well-suited for blockchain-based power grid systems. more critically, they fall short in dynamic environments where new types of encrypted attacks continuously emerge. motivated by this, in this paper we try to tackle these challenges from two aspects: (1) we present a novel framework that is able to automatically detect malicious encrypted traffic in blockchain-based power grid systems and incrementally learn from new malicious traffic. (2) we mathematically derive incremental learning losses to resist the forgetting of old attack patterns while ensuring the model is capable of handling new encrypted attack patterns. empirically, our method achieves state-of-the-art performance on three different benchmark datasets. we also constructed the first malicious encrypted traffic dataset for blockchain-based power grid scenario. our code and dataset are available at https://github.com/pppmzt/etguard, hoping to inspire future research.",,2024-08-20,,"['peng zhou', 'yongdong liu', 'lixun ma', 'weiye zhang', 'haohan tan', 'zhenguang liu', 'butian huang']"
1668,2408.10658,learning instruction-guided manipulation affordance via large models for   embodied robotic tasks,cs.ro,"we study the task of language instruction-guided robotic manipulation, in which an embodied robot is supposed to manipulate the target objects based on the language instructions. in previous studies, the predicted manipulation regions of the target object typically do not change with specification from the language instructions, which means that the language perception and manipulation prediction are separate. however, in human behavioral patterns, the manipulation regions of the same object will change for different language instructions. in this paper, we propose instruction-guided affordance net (iganet) for predicting affordance maps of instruction-guided robotic manipulation tasks by utilizing powerful priors from vision and language encoders pre-trained on large-scale datasets. we develop a vison-language-models(vlms)-based data augmentation pipeline, which can generate a large amount of data automatically for model training. besides, with the help of large-language-models(llms), actions can be effectively executed to finish the tasks defined by instructions. a series of real-world experiments revealed that our method can achieve better performance with generated data. moreover, our model can generalize better to scenarios with unseen objects and language instructions.",,2024-08-20,,"['dayou li', 'chenkun zhao', 'shuo yang', 'lin ma', 'yibin li', 'wei zhang']"
1669,2408.10663,reinstruct: building instruction data from unlabeled corpus,cs.cl,"manually annotating instruction data for large language models is difficult, costly, and hard to scale. meanwhile, current automatic annotation methods typically rely on distilling synthetic data from proprietary llms, which not only limits the upper bound of the quality of the instruction data but also raises potential copyright issues. in this paper, we propose reinstruct, a simple and scalable method to automatically build instruction data from an unlabeled corpus without heavy reliance on proprietary llms and human annotation. specifically, reinstruct first selects a subset of unlabeled texts that potentially contain well-structured helpful and insightful content and then generates instructions for these texts. to generate accurate and relevant responses for effective and robust training, reinstruct further proposes a rewriting-based approach to improve the quality of the generated instruction data. by training llama-7b on a combination of 3k seed data and 32k synthetic data from reinstruct, fine-tuned model achieves a 65.41\% win rate on alpacaeval leaderboard against text-davinci-003, outperforming other open-source, non-distilled instruction data construction methods. the code is publicly available at \url{https://github.com/cs32963/reinstruct}.",,2024-08-20,,"['shu chen', 'xinyan guan', 'yaojie lu', 'hongyu lin', 'xianpei han', 'le sun']"
1670,2408.10664,federated clustering: an unsupervised cluster-wise training for   decentralized data distributions,cs.lg,"federated learning (fl) is a pivotal approach in decentralized machine learning, especially when data privacy is crucial and direct data sharing is impractical. while fl is typically associated with supervised learning, its potential in unsupervised scenarios is underexplored. this paper introduces a novel unsupervised federated learning methodology designed to identify the complete set of categories (global k) across multiple clients within label-free, non-uniform data distributions, a process known as federated clustering. our approach, federated cluster-wise refinement (fedcref), involves clients that collaboratively train models on clusters with similar data distributions. initially, clients with diverse local data distributions (local k) train models on their clusters to generate compressed data representations. these local models are then shared across the network, enabling clients to compare them through reconstruction error analysis, leading to the formation of federated groups.in these groups, clients collaboratively train a shared model representing each data distribution, while continuously refining their local clusters to enhance data association accuracy. this iterative process allows our system to identify all potential data distributions across the network and develop robust representation models for each. to validate our approach, we compare it with traditional centralized methods, establishing a performance baseline and showcasing the advantages of our distributed solution. we also conduct experiments on the emnist and kmnist datasets, demonstrating fedcref's ability to refine and align cluster models with actual data distributions, significantly improving data representation precision in unsupervised federated settings.",,2024-08-20,,"['mirko nardi', 'lorenzo valerio', 'andrea passarella']"
1671,2408.10665,end-to-end learned lossy dynamic point cloud attribute compression,eess.iv cs.lg,"recent advancements in point cloud compression have primarily emphasized geometry compression while comparatively fewer efforts have been dedicated to attribute compression. this study introduces an end-to-end learned dynamic lossy attribute coding approach, utilizing an efficient high-dimensional convolution to capture extensive inter-point dependencies. this enables the efficient projection of attribute features into latent variables. subsequently, we employ a context model that leverage previous latent space in conjunction with an auto-regressive context model for encoding the latent tensor into a bitstream. evaluation of our method on widely utilized point cloud datasets from the mpeg and microsoft demonstrates its superior performance compared to the core attribute compression module region-adaptive hierarchical transform method from mpeg geometry point cloud compression with 38.1% bjontegaard delta-rate saving in average while ensuring a low-complexity encoding/decoding.",,2024-08-20,,"['dat thanh nguyen', 'daniel zieger', 'marc stamminger', 'andre kaup']"
1672,2408.10666,accelerating the surrogate retraining for poisoning attacks against   recommender systems,cs.ir,"recent studies have demonstrated the vulnerability of recommender systems to data poisoning attacks, where adversaries inject carefully crafted fake user interactions into the training data of recommenders to promote target items. current attack methods involve iteratively retraining a surrogate recommender on the poisoned data with the latest fake users to optimize the attack. however, this repetitive retraining is highly time-consuming, hindering the efficient assessment and optimization of fake users. to mitigate this computational bottleneck and develop a more effective attack in an affordable time, we analyze the retraining process and find that a change in the representation of one user/item will cause a cascading effect through the user-item interaction graph. under theoretical guidance, we introduce \emph{gradient passing} (gp), a novel technique that explicitly passes gradients between interacted user-item pairs during backpropagation, thereby approximating the cascading effect and accelerating retraining. with just a single update, gp can achieve effects comparable to multiple original training iterations. under the same number of retraining epochs, gp enables a closer approximation of the surrogate recommender to the victim. this more accurate approximation provides better guidance for optimizing fake users, ultimately leading to enhanced data poisoning attacks. extensive experiments on real-world datasets demonstrate the efficiency and effectiveness of our proposed gp.",,2024-08-20,,"['yunfan wu', 'qi cao', 'shuchang tao', 'kaike zhang', 'fei sun', 'huawei shen']"
1673,2408.10669,tensor tree learns hidden relational structures in data to construct   generative models,cs.lg cond-mat.stat-mech cs.ai quant-ph,"based on the tensor tree network with the born machine framework, we propose a general method for constructing a generative model by expressing the target distribution function as the quantum wave function amplitude represented by a tensor tree. the key idea is dynamically optimizing the tree structure that minimizes the bond mutual information. the proposed method offers enhanced performance and uncovers hidden relational structures in the target data. we illustrate potential practical applications with four examples: (i) random patterns, (ii) qmnist hand-written digits, (iii) bayesian networks, and (iv) the stock price fluctuation pattern in s&p500. in (i) and (ii), strongly correlated variables were concentrated near the center of the network; in (iii), the causality pattern was identified; and, in (iv), a structure corresponding to the eleven sectors emerged.",,2024-08-20,,"['kenji harada', 'tsuyoshi okubo', 'naoki kawashima']"
1674,2408.1067,a noncontact technique for wave measurement based on thermal   stereography and deep learning,cs.cv eess.iv,"the accurate measurement of the wave field and its spatiotemporal evolution is essential in many hydrodynamic experiments and engineering applications. the binocular stereo imaging technique has been widely used to measure waves. however, the optical properties of indoor water surfaces, including transparency, specular reflection, and texture absence, pose challenges for image processing and stereo reconstruction. this study proposed a novel technique that combined thermal stereography and deep learning to achieve fully noncontact wave measurements. the optical imaging properties of water in the long-wave infrared spectrum were found to be suitable for stereo matching, effectively avoiding the issues in the visible-light spectrum. after capturing wave images using thermal stereo cameras, a reconstruction strategy involving deep learning techniques was proposed to improve stereo matching performance. a generative approach was employed to synthesize a dataset with ground-truth disparity from unannotated infrared images. this dataset was then fed to a pretrained stereo neural network for fine-tuning to achieve domain adaptation. wave flume experiments were conducted to validate the feasibility and accuracy of the proposed technique. the final reconstruction results indicated great agreement and high accuracy with a mean bias of less than 2.1% compared with the measurements obtained using wave probes, suggesting that the novel technique effectively measures the spatiotemporal distribution of wave surface in hydrodynamic experiments.",,2024-08-20,,"['deyu li', 'longfei xiao', 'handi wei', 'yan li', 'binghua zhang']"
1675,2408.10672,neural exploratory landscape analysis,cs.lg cs.ne,"recent research in meta-black-box optimization (metabbo) have shown that meta-trained neural networks can effectively guide the design of black-box optimizers, significantly reducing the need for expert tuning and delivering robust performance across complex problem distributions. despite their success, a paradox remains: metabbo still rely on human-crafted exploratory landscape analysis features to inform the meta-level agent about the low-level optimization progress. to address the gap, this paper proposes neural exploratory landscape analysis (neurela), a novel framework that dynamically profiles landscape features through a two-stage, attention-based neural network, executed in an entirely end-to-end fashion. neurela is pre-trained over a variety of metabbo algorithms using a multi-task neuroevolution strategy. extensive experiments show that neurela achieves consistently superior performance when integrated into different and even unseen metabbo tasks and can be efficiently fine-tuned for further performance boost. this advancement marks a pivotal step in making metabbo algorithms more autonomous and broadly applicable.",,2024-08-20,,"['zeyuan ma', 'jiacheng chen', 'hongshu guo', 'yue-jiao gong']"
1676,2408.10673,iterative window mean filter: thwarting diffusion-based adversarial   purification,cs.cr,"face authentication systems have brought significant convenience and advanced developments, yet they have become unreliable due to their sensitivity to inconspicuous perturbations, such as adversarial attacks. existing defenses often exhibit weaknesses when facing various attack algorithms and adaptive attacks or compromise accuracy for enhanced security. to address these challenges, we have developed a novel and highly efficient non-deep-learning-based image filter called the iterative window mean filter (iwmf) and proposed a new framework for adversarial purification, named iwmf-diff, which integrates iwmf and denoising diffusion models. these methods can function as pre-processing modules to eliminate adversarial perturbations without necessitating further modifications or retraining of the target system. we demonstrate that our proposed methodologies fulfill four critical requirements: preserved accuracy, improved security, generalizability to various threats in different settings, and better resistance to adaptive attacks. this performance surpasses that of the state-of-the-art adversarial purification method, diffpure.",,2024-08-20,,"['hanrui wang', 'ruoxi sun', 'cunjian chen', 'minhui xue', 'lay-ki soon', 'shuo wang', 'zhe jin']"
1677,2408.10676,representation norm amplification for out-of-distribution detection in   long-tail learning,cs.lg,"detecting out-of-distribution (ood) samples is a critical task for reliable machine learning. however, it becomes particularly challenging when the models are trained on long-tailed datasets, as the models often struggle to distinguish tail-class in-distribution samples from ood samples. we examine the main challenges in this problem by identifying the trade-offs between ood detection and in-distribution (id) classification, faced by existing methods. we then introduce our method, called \textit{representation norm amplification} (rna), which solves this challenge by decoupling the two problems. the main idea is to use the norm of the representation as a new dimension for ood detection, and to develop a training method that generates a noticeable discrepancy in the representation norm between id and ood data, while not perturbing the feature learning for id classification. our experiments show that rna achieves superior performance in both ood detection and classification compared to the state-of-the-art methods, by 1.70\% and 9.46\% in fpr95 and 2.43\% and 6.87\% in classification accuracy on cifar10-lt and imagenet-lt, respectively. the code for this work is available at https://github.com/dgshin21/rna.",,2024-08-20,,"['dong geun shin', 'hye won chung']"
1678,2408.10679,demmamba: alignment-free raw video demoireing with frequency-assisted   spatio-temporal mamba,cs.cv,"moire patterns arise when two similar repetitive patterns interfere, a phenomenon frequently observed during the capture of images or videos on screens. the color, shape, and location of moire patterns may differ across video frames, posing a challenge in learning information from adjacent frames and preserving temporal consistency. previous video demoireing methods heavily rely on well-designed alignment modules, resulting in substantial computational burdens. recently, mamba, an improved version of the state space model (ssm), has demonstrated significant potential for modeling long-range dependencies with linear complexity, enabling efficient temporal modeling in video demoireing without requiring a specific alignment module. in this paper, we propose a novel alignment-free raw video demoireing network with frequency-assisted spatio-temporal mamba (demmamba). the spatial mamba block (smb) and temporal mamba block (tmb) are sequentially arranged to facilitate effective intra- and inter-relationship modeling in raw videos with moire patterns. within smb, an adaptive frequency block (afb) is introduced to aid demoireing in the frequency domain. for tmb, a channel attention block (cab) is embedded to further enhance temporal information interactions by exploiting the inter-channel relationships among features. extensive experiments demonstrate that our proposed demmamba surpasses state-of-the-art approaches by 1.3 db and delivers a superior visual experience.",,2024-08-20,,"['shuning xu', 'xina liu', 'binbin song', 'xiangyu chen', 'qiubo chen', 'jiantao zhou']"
1679,2408.1068,towards rehearsal-free multilingual asr: a lora-based case study on   whisper,cs.cl cs.sd eess.as,"pre-trained multilingual speech foundation models, like whisper, have shown impressive performance across different languages. however, adapting these models to new or specific languages is computationally extensive and faces catastrophic forgetting problems. addressing these issues, our study investigates strategies to enhance the model on new languages in the absence of original training data, while also preserving the established performance on the original languages. specifically, we first compare various lora-based methods to find out their vulnerability to forgetting. to mitigate this issue, we propose to leverage the lora parameters from the original model for approximate orthogonal gradient descent on the new samples. additionally, we also introduce a learnable rank coefficient to allocate trainable parameters for more efficient training. our experiments with a chinese whisper model (for uyghur and tibetan) yield better results with a more compact parameter set.",,2024-08-20,,"['tianyi xu', 'kaixun huang', 'pengcheng guo', 'yu zhou', 'longtao huang', 'hui xue', 'lei xie']"
